text,intent
Give me information about Disney,shows_info
What's the current value of T?,shows_info
How is NFLX doing today?,shows_info
I want to see JPM stock info,shows_info
What's the current value of V?,shows_info
What's the current value of Tesla?,shows_info
What's the volume traded for T today?,shows_info
Tell me about AMZN's latest news,shows_info
Display the stock details for JPM,shows_info
Show me the market cap of GE,shows_info
What's the volume traded for F today?,shows_info
Tell me about Netflix's latest news,shows_info
Display the stock details for Google,shows_info
What's the current value of Tesla?,shows_info
What's the volume traded for Google today?,shows_info
What's the stock price of Intel?,shows_info
Show me the market cap of Walmart,shows_info
Give me information about Netflix,shows_info
I want to see JP Morgan stock info,shows_info
What's the volume traded for Apple today?,shows_info
Show the company profile for AAPL,shows_info
Tell me about General Electric's latest news,shows_info
What's the stock price of INTC?,shows_info
Show me the market cap of NFLX,shows_info
How is GOOGL doing today?,shows_info
I want to see Apple stock info,shows_info
What's the stock price of Apple?,shows_info
What's the stock price of FB?,shows_info
What's the volume traded for Netflix today?,shows_info
Give me information about AAPL,shows_info
How is Alibaba doing today?,shows_info
Show the company profile for Intel,shows_info
What's the volume traded for IBM today?,shows_info
Tell me about GE's latest news,shows_info
What's the stock price of Tesla?,shows_info
Tell me about AT&T's latest news,shows_info
What's the stock price of Disney?,shows_info
Show me the market cap of JPM,shows_info
Show me the market cap of T,shows_info
How is WMT doing today?,shows_info
Tell me about AMD's latest news,shows_info
Display the stock details for F,shows_info
What's the current value of JPM?,shows_info
How is Apple doing today?,shows_info
I want to see Google stock info,shows_info
Show the company profile for INTC,shows_info
What's the stock price of NFLX?,shows_info
Show the company profile for Nvidia,shows_info
I want to see NVDA stock info,shows_info
Display the stock details for Nvidia,shows_info
I want to see ORCL stock info,shows_info
Show me the market cap of TSLA,shows_info
Show me the market cap of Nvidia,shows_info
What's the current value of AMD?,shows_info
Give me information about Nvidia,shows_info
I want to see INTC stock info,shows_info
What's the stock price of WMT?,shows_info
How is F doing today?,shows_info
What's the volume traded for General Electric today?,shows_info
Show the company profile for Nvidia,shows_info
Give me information about V,shows_info
How is Nvidia doing today?,shows_info
I want to see General Electric stock info,shows_info
Show me the market cap of V,shows_info
Show me the market cap of Google,shows_info
Give me information about AT&T,shows_info
What's the stock price of General Electric?,shows_info
Show the company profile for GE,shows_info
Tell me about MSFT's latest news,shows_info
Show me the market cap of FB,shows_info
Show the company profile for FB,shows_info
What's the volume traded for Intel today?,shows_info
Give me information about V,shows_info
How is DIS doing today?,shows_info
Show the company profile for Visa,shows_info
What's the current value of Oracle?,shows_info
Tell me about JP Morgan's latest news,shows_info
Give me information about Facebook,shows_info
Give me information about Tesla,shows_info
Tell me about JPM's latest news,shows_info
Show the company profile for AT&T,shows_info
Show me the market cap of AAPL,shows_info
Give me information about Tesla,shows_info
Tell me about DIS's latest news,shows_info
Show me the market cap of AAPL,shows_info
Tell me about Disney's latest news,shows_info
Show the company profile for IBM,shows_info
What's the stock price of TSLA?,shows_info
What's the stock price of FB?,shows_info
What's the volume traded for Alibaba today?,shows_info
What's the volume traded for IBM today?,shows_info
Tell me about AMD's latest news,shows_info
What's the volume traded for F today?,shows_info
How is Visa doing today?,shows_info
Display the stock details for FB,shows_info
Show the company profile for JPM,shows_info
What's the stock price of AMD?,shows_info
Display the stock details for IBM,shows_info
Display the stock details for JP Morgan,shows_info
What's the volume traded for Amazon today?,shows_info
What's the current value of V?,shows_info
Show me the market cap of AMZN,shows_info
Show me the market cap of Oracle,shows_info
Show me the market cap of AMD,shows_info
Show the company profile for TSLA,shows_info
Show the company profile for Oracle,shows_info
What's the stock price of Facebook?,shows_info
Give me information about Walmart,shows_info
Show me the market cap of Netflix,shows_info
Display the stock details for NFLX,shows_info
I want to see AT&T stock info,shows_info
Display the stock details for Ford,shows_info
Display the stock details for WMT,shows_info
How is Apple doing today?,shows_info
What's the current value of AMD?,shows_info
What's the stock price of General Electric?,shows_info
Give me information about Disney,shows_info
Tell me about AMD's latest news,shows_info
I want to see NVDA stock info,shows_info
How is GOOGL doing today?,shows_info
Show the company profile for AMZN,shows_info
What's the current value of TSLA?,shows_info
How is MSFT doing today?,shows_info
I want to see IBM stock info,shows_info
What's the current value of BABA?,shows_info
Display the stock details for Microsoft,shows_info
Show the company profile for V,shows_info
What's the stock price of JP Morgan?,shows_info
How is Intel doing today?,shows_info
What's the current value of Microsoft?,shows_info
Display the stock details for GE,shows_info
Display the stock details for INTC,shows_info
How is Google doing today?,shows_info
How is FB doing today?,shows_info
Show the company profile for General Electric,shows_info
How is GE doing today?,shows_info
Show me the market cap of Facebook,shows_info
Display the stock details for IBM,shows_info
What's the stock price of DIS?,shows_info
What's the volume traded for ORCL today?,shows_info
What's the current value of BABA?,shows_info
What's the current value of AMD?,shows_info
Give me information about TSLA,shows_info
How is MSFT doing today?,shows_info
Show me the market cap of Facebook,shows_info
What's the volume traded for AT&T today?,shows_info
What's the volume traded for GOOGL today?,shows_info
Show me the market cap of Nvidia,shows_info
Show me the market cap of AAPL,shows_info
Tell me about Alibaba's latest news,shows_info
How is Ford doing today?,shows_info
Display the stock details for BABA,shows_info
Give me information about Amazon,shows_info
I want to see DIS stock info,shows_info
Tell me about FB's latest news,shows_info
What's the volume traded for Walmart today?,shows_info
Display the stock details for BABA,shows_info
How is JPM doing today?,shows_info
How is Intel doing today?,shows_info
Display the stock details for GOOGL,shows_info
How is WMT doing today?,shows_info
I want to see Microsoft stock info,shows_info
Show me the market cap of Intel,shows_info
I want to see Facebook stock info,shows_info
Display the stock details for Visa,shows_info
I want to see F stock info,shows_info
What's the current value of Google?,shows_info
Give me information about AMD,shows_info
Display the stock details for Walmart,shows_info
Display the stock details for Oracle,shows_info
What's the stock price of ORCL?,shows_info
What's the current value of T?,shows_info
Give me information about DIS,shows_info
Tell me about AT&T's latest news,shows_info
Give me information about GOOGL,shows_info
Show me the market cap of IBM,shows_info
What's the stock price of MSFT?,shows_info
Show me the market cap of MSFT,shows_info
What's the volume traded for TSLA today?,shows_info
What's the current value of Ford?,shows_info
Show the company profile for Intel,shows_info
What's the volume traded for Intel today?,shows_info
What's the stock price of AMD?,shows_info
What's the stock price of BABA?,shows_info
What's the stock price of Facebook?,shows_info
What's the current value of Disney?,shows_info
What's the current value of GOOGL?,shows_info
What's the stock price of AT&T?,shows_info
Give me information about General Electric,shows_info
Display the stock details for F,shows_info
Show me the market cap of GE,shows_info
What's the stock price of AMD?,shows_info
I want to see AAPL stock info,shows_info
Show me the market cap of AMD,shows_info
Show me the market cap of INTC,shows_info
How is FB doing today?,shows_info
What's the current value of NVDA?,shows_info
Show me the market cap of AT&T,shows_info
Display the stock details for ORCL,shows_info
What's the stock price of AMD?,shows_info
How is Amazon doing today?,shows_info
What's the current value of AAPL?,shows_info
What's the volume traded for WMT today?,shows_info
I want to see Netflix stock info,shows_info
What's the current value of Apple?,shows_info
What's the volume traded for ORCL today?,shows_info
Give me information about AMZN,shows_info
Show the company profile for NVDA,shows_info
I want to see JPM stock info,shows_info
I want to see DIS stock info,shows_info
What's the stock price of NVDA?,shows_info
What's the stock price of Google?,shows_info
What's the stock price of BABA?,shows_info
I want to see Disney stock info,shows_info
Display the stock details for FB,shows_info
Show the company profile for JP Morgan,shows_info
Tell me about Microsoft's latest news,shows_info
Give me information about ORCL,shows_info
Display the stock details for Visa,shows_info
Give me information about Ford,shows_info
Show the company profile for INTC,shows_info
What's the volume traded for IBM today?,shows_info
Tell me about AMD's latest news,shows_info
Show me the market cap of T,shows_info
Give me information about Facebook,shows_info
I want to see Microsoft stock info,shows_info
Tell me about DIS's latest news,shows_info
Show me the market cap of Nvidia,shows_info
I want to see AAPL stock info,shows_info
What's the stock price of T?,shows_info
What's the volume traded for JP Morgan today?,shows_info
What's the volume traded for Google today?,shows_info
What's the stock price of AMD?,shows_info
Show me the market cap of NFLX,shows_info
What's the volume traded for Ford today?,shows_info
How is GOOGL doing today?,shows_info
Tell me about Intel's latest news,shows_info
Give me information about TSLA,shows_info
Tell me about JPM's latest news,shows_info
Give me information about Microsoft,shows_info
Tell me about Amazon's latest news,shows_info
What's the current value of Walmart?,shows_info
Display the stock details for Google,shows_info
Give me information about Microsoft,shows_info
Give me information about T,shows_info
I want to see Ford stock info,shows_info
I want to see F stock info,shows_info
I want to see FB stock info,shows_info
I want to see Apple stock info,shows_info
I want to see Tesla stock info,shows_info
Give me information about TSLA,shows_info
Give me information about GE,shows_info
Show the company profile for IBM,shows_info
What's the current value of WMT?,shows_info
What's the volume traded for General Electric today?,shows_info
I want to see Amazon stock info,shows_info
What's the current value of V?,shows_info
What's the stock price of Visa?,shows_info
Show me the market cap of AMD,shows_info
Show me the market cap of GE,shows_info
What's the current value of Disney?,shows_info
Show me the market cap of Nvidia,shows_info
I want to see Amazon stock info,shows_info
Give me information about F,shows_info
Show me the market cap of DIS,shows_info
Give me information about Facebook,shows_info
Tell me about AMD's latest news,shows_info
How is AMD doing today?,shows_info
I want to see TSLA stock info,shows_info
Display the stock details for JPM,shows_info
What's the volume traded for Oracle today?,shows_info
Show me the market cap of TSLA,shows_info
Tell me about AAPL's latest news,shows_info
What's the volume traded for Oracle today?,shows_info
Show me the market cap of Nvidia,shows_info
Tell me about JP Morgan's latest news,shows_info
What's the stock price of JP Morgan?,shows_info
Give me information about V,shows_info
Display the stock details for Facebook,shows_info
What's the stock price of GE?,shows_info
Tell me about Tesla's latest news,shows_info
Display the stock details for AT&T,shows_info
What's the volume traded for V today?,shows_info
Tell me about Intel's latest news,shows_info
Display the stock details for BABA,shows_info
What's the volume traded for AMD today?,shows_info
Give me information about Visa,shows_info
Tell me about T's latest news,shows_info
Tell me about Facebook's latest news,shows_info
What's the stock price of Alibaba?,shows_info
Show the company profile for DIS,shows_info
Tell me about Ford's latest news,shows_info
Show the company profile for Walmart,shows_info
Display the stock details for GOOGL,shows_info
What's the stock price of JPM?,shows_info
Show me the market cap of Facebook,shows_info
Tell me about BABA's latest news,shows_info
Give me information about Netflix,shows_info
Display the stock details for Oracle,shows_info
Give me information about V,shows_info
Show the company profile for AMD,shows_info
Tell me about Ford's latest news,shows_info
What's the volume traded for AMZN today?,shows_info
Display the stock details for NVDA,shows_info
What's the stock price of Tesla?,shows_info
Display the stock details for AMZN,shows_info
How is Nvidia doing today?,shows_info
Show the company profile for INTC,shows_info
What's the stock price of General Electric?,shows_info
Show the company profile for AAPL,shows_info
What's the volume traded for IBM today?,shows_info
How is General Electric doing today?,shows_info
Display the stock details for JP Morgan,shows_info
Show me the market cap of DIS,shows_info
I want to see JPM stock info,shows_info
Give me information about Walmart,shows_info
How is TSLA doing today?,shows_info
Give me information about DIS,shows_info
What's the volume traded for TSLA today?,shows_info
Tell me about NFLX's latest news,shows_info
Display the stock details for WMT,shows_info
What's the volume traded for Oracle today?,shows_info
What's the stock price of T?,shows_info
Show the company profile for AAPL,shows_info
Tell me about JP Morgan's latest news,shows_info
Give me information about Netflix,shows_info
Show the company profile for AMZN,shows_info
What's the stock price of JP Morgan?,shows_info
What's the stock price of Netflix?,shows_info
What's the current value of ORCL?,shows_info
Tell me about AMD's latest news,shows_info
What's the current value of FB?,shows_info
Give me information about T,shows_info
What's the current value of ORCL?,shows_info
Tell me about ORCL's latest news,shows_info
What's the volume traded for WMT today?,shows_info
Tell me about AAPL's latest news,shows_info
I want to see Alibaba stock info,shows_info
How is NFLX doing today?,shows_info
What's the current value of Visa?,shows_info
Display the stock details for DIS,shows_info
Display the stock details for Facebook,shows_info
What's the current value of Oracle?,shows_info
Tell me about Google's latest news,shows_info
Tell me about DIS's latest news,shows_info
Display the stock details for Walmart,shows_info
Display the stock details for Oracle,shows_info
Tell me about Disney's latest news,shows_info
Show the company profile for Facebook,shows_info
Display the stock details for NFLX,shows_info
Show me the market cap of Ford,shows_info
I want to see AMZN stock info,shows_info
What's the stock price of Visa?,shows_info
What's the current value of ORCL?,shows_info
Show me the market cap of AT&T,shows_info
I want to see Alibaba stock info,shows_info
How is Walmart doing today?,shows_info
Give me information about Apple,shows_info
I want to find the EMA for JP Morgan,calculate
Calculate the technical indicators for DIS,calculate
What is the moving average of Intel?,calculate
Compute the MACD for General Electric,calculate
Calculate P/E ratio of JPM,calculate
Show me the OBV for BABA,calculate
Calculate the technical indicators for IBM,calculate
What is the moving average of Oracle?,calculate
Give me the Bollinger Bands for IBM,calculate
Give me the Bollinger Bands for TSLA,calculate
Show me the OBV for JPM,calculate
Give me the Bollinger Bands for AT&T,calculate
Show me the OBV for Google,calculate
Calculate P/E ratio of Tesla,calculate
What is the moving average of Disney?,calculate
Give me the Bollinger Bands for MSFT,calculate
Show me the OBV for Facebook,calculate
Show me the OBV for AAPL,calculate
Can you compute the ATR for Oracle?,calculate
Give me the Bollinger Bands for Microsoft,calculate
Calculate the SMA of Apple stock,calculate
What is the moving average of FB?,calculate
I want to find the EMA for Nvidia,calculate
I want to find the EMA for Netflix,calculate
Calculate the RSI for Alibaba,calculate
I want to find the EMA for AT&T,calculate
Can you compute the ATR for FB?,calculate
Calculate the RSI for NVDA,calculate
Compute the MACD for ORCL,calculate
Calculate the RSI for Alibaba,calculate
Calculate the RSI for F,calculate
Compute the MACD for Walmart,calculate
Compute the MACD for Facebook,calculate
Calculate the SMA of NVDA stock,calculate
Show me the OBV for AAPL,calculate
Show me the OBV for GE,calculate
Calculate the technical indicators for JP Morgan,calculate
Calculate the SMA of FB stock,calculate
I want to find the EMA for Ford,calculate
I want to find the EMA for Netflix,calculate
Show me the OBV for Intel,calculate
Calculate the RSI for MSFT,calculate
Calculate the RSI for INTC,calculate
Can you compute the ATR for DIS?,calculate
Give me the Bollinger Bands for Amazon,calculate
Calculate the SMA of AMD stock,calculate
Compute the MACD for Oracle,calculate
Calculate the SMA of Netflix stock,calculate
Show me the OBV for TSLA,calculate
Calculate the RSI for Intel,calculate
Calculate the RSI for IBM,calculate
Calculate the RSI for Microsoft,calculate
Calculate the technical indicators for AT&T,calculate
Calculate the SMA of Amazon stock,calculate
Calculate the RSI for Amazon,calculate
Calculate P/E ratio of Ford,calculate
Calculate the RSI for T,calculate
I want to find the EMA for MSFT,calculate
Can you compute the ATR for V?,calculate
Can you compute the ATR for Alibaba?,calculate
Calculate the SMA of Visa stock,calculate
Compute the MACD for IBM,calculate
Show me the OBV for Walmart,calculate
Give me the Bollinger Bands for General Electric,calculate
Give me the Bollinger Bands for AMD,calculate
Calculate the SMA of WMT stock,calculate
Calculate P/E ratio of Intel,calculate
Calculate P/E ratio of Facebook,calculate
Calculate the RSI for IBM,calculate
Can you compute the ATR for GE?,calculate
Calculate the SMA of F stock,calculate
Compute the MACD for AMD,calculate
Calculate P/E ratio of AMD,calculate
What is the moving average of AAPL?,calculate
Calculate P/E ratio of F,calculate
Can you compute the ATR for Netflix?,calculate
Calculate the technical indicators for V,calculate
Calculate the technical indicators for Facebook,calculate
I want to find the EMA for MSFT,calculate
Calculate P/E ratio of BABA,calculate
Give me the Bollinger Bands for Apple,calculate
Give me the Bollinger Bands for INTC,calculate
What is the moving average of GE?,calculate
Calculate the SMA of F stock,calculate
Calculate P/E ratio of AMD,calculate
Give me the Bollinger Bands for T,calculate
Calculate the technical indicators for TSLA,calculate
Give me the Bollinger Bands for Microsoft,calculate
Calculate the technical indicators for Google,calculate
Calculate the SMA of INTC stock,calculate
Calculate the SMA of Intel stock,calculate
Can you compute the ATR for AT&T?,calculate
Can you compute the ATR for Apple?,calculate
Calculate the technical indicators for F,calculate
What is the moving average of WMT?,calculate
I want to find the EMA for TSLA,calculate
Calculate the SMA of DIS stock,calculate
Calculate the SMA of AMD stock,calculate
I want to find the EMA for GE,calculate
What is the moving average of Google?,calculate
Calculate the technical indicators for Netflix,calculate
Show me the OBV for Amazon,calculate
Compute the MACD for AMD,calculate
Give me the Bollinger Bands for Disney,calculate
Calculate the SMA of JP Morgan stock,calculate
Can you compute the ATR for FB?,calculate
Compute the MACD for Google,calculate
Calculate the RSI for INTC,calculate
Calculate the SMA of F stock,calculate
Give me the Bollinger Bands for Netflix,calculate
Calculate P/E ratio of Intel,calculate
Calculate P/E ratio of IBM,calculate
Calculate the RSI for IBM,calculate
Calculate P/E ratio of Google,calculate
What is the moving average of Google?,calculate
Calculate the RSI for Google,calculate
Calculate the SMA of Nvidia stock,calculate
Calculate the RSI for BABA,calculate
Compute the MACD for Apple,calculate
Compute the MACD for DIS,calculate
Calculate the SMA of GE stock,calculate
What is the moving average of Visa?,calculate
Compute the MACD for General Electric,calculate
What is the moving average of IBM?,calculate
Calculate the SMA of ORCL stock,calculate
Calculate P/E ratio of Nvidia,calculate
Can you compute the ATR for Intel?,calculate
Calculate the SMA of AMD stock,calculate
I want to find the EMA for Intel,calculate
What is the moving average of WMT?,calculate
Calculate the RSI for General Electric,calculate
Give me the Bollinger Bands for Facebook,calculate
Can you compute the ATR for Visa?,calculate
Give me the Bollinger Bands for AMD,calculate
Show me the OBV for Visa,calculate
What is the moving average of AMZN?,calculate
Give me the Bollinger Bands for T,calculate
Give me the Bollinger Bands for Facebook,calculate
Can you compute the ATR for MSFT?,calculate
I want to find the EMA for GE,calculate
Can you compute the ATR for Google?,calculate
Show me the OBV for Facebook,calculate
Give me the Bollinger Bands for Tesla,calculate
Calculate the SMA of AMZN stock,calculate
What is the moving average of JP Morgan?,calculate
Calculate the RSI for AAPL,calculate
Give me the Bollinger Bands for Disney,calculate
Calculate the RSI for JPM,calculate
I want to find the EMA for Ford,calculate
I want to find the EMA for Walmart,calculate
Calculate the technical indicators for Oracle,calculate
Calculate the RSI for Tesla,calculate
Calculate the RSI for BABA,calculate
Can you compute the ATR for IBM?,calculate
What is the moving average of Facebook?,calculate
Calculate the SMA of WMT stock,calculate
Calculate the technical indicators for T,calculate
Give me the Bollinger Bands for AMD,calculate
Show me the OBV for Walmart,calculate
I want to find the EMA for V,calculate
Calculate P/E ratio of AT&T,calculate
Calculate P/E ratio of Tesla,calculate
Calculate the RSI for Intel,calculate
Can you compute the ATR for NFLX?,calculate
Calculate the SMA of AMD stock,calculate
Show me the OBV for JPM,calculate
Compute the MACD for NFLX,calculate
I want to find the EMA for V,calculate
I want to find the EMA for Netflix,calculate
Calculate P/E ratio of FB,calculate
Calculate the RSI for Amazon,calculate
Calculate the SMA of MSFT stock,calculate
Calculate the RSI for AMD,calculate
Calculate the SMA of Disney stock,calculate
Give me the Bollinger Bands for AMZN,calculate
What is the moving average of Tesla?,calculate
What is the moving average of MSFT?,calculate
Show me the OBV for INTC,calculate
Compute the MACD for Netflix,calculate
What is the moving average of GE?,calculate
Calculate the technical indicators for T,calculate
Compute the MACD for Oracle,calculate
What is the moving average of Microsoft?,calculate
Can you compute the ATR for General Electric?,calculate
Compute the MACD for AMZN,calculate
Can you compute the ATR for GOOGL?,calculate
I want to find the EMA for AAPL,calculate
Compute the MACD for F,calculate
Give me the Bollinger Bands for DIS,calculate
What is the moving average of FB?,calculate
Can you compute the ATR for Google?,calculate
Show me the OBV for Netflix,calculate
Calculate the RSI for INTC,calculate
Calculate the SMA of JP Morgan stock,calculate
Calculate the SMA of T stock,calculate
What is the moving average of Google?,calculate
Give me the Bollinger Bands for JP Morgan,calculate
Calculate the SMA of NFLX stock,calculate
Calculate the technical indicators for Walmart,calculate
Can you compute the ATR for Amazon?,calculate
What is the moving average of AT&T?,calculate
Calculate the RSI for GOOGL,calculate
Compute the MACD for MSFT,calculate
Calculate the RSI for General Electric,calculate
Give me the Bollinger Bands for T,calculate
Give me the Bollinger Bands for Netflix,calculate
Calculate P/E ratio of TSLA,calculate
Calculate P/E ratio of GE,calculate
I want to find the EMA for Oracle,calculate
Compute the MACD for BABA,calculate
I want to find the EMA for Alibaba,calculate
Show me the OBV for NVDA,calculate
Calculate the SMA of AMD stock,calculate
I want to find the EMA for AMD,calculate
I want to find the EMA for Intel,calculate
Compute the MACD for NFLX,calculate
Give me the Bollinger Bands for Microsoft,calculate
Compute the MACD for Tesla,calculate
Can you compute the ATR for Nvidia?,calculate
Can you compute the ATR for F?,calculate
Give me the Bollinger Bands for AMD,calculate
I want to find the EMA for AAPL,calculate
Give me the Bollinger Bands for AMD,calculate
I want to find the EMA for WMT,calculate
Calculate the SMA of Tesla stock,calculate
What is the moving average of Tesla?,calculate
Give me the Bollinger Bands for Amazon,calculate
Calculate the RSI for BABA,calculate
Calculate the SMA of Netflix stock,calculate
Compute the MACD for JP Morgan,calculate
I want to find the EMA for F,calculate
Compute the MACD for Facebook,calculate
What is the moving average of Microsoft?,calculate
Give me the Bollinger Bands for Nvidia,calculate
Calculate the technical indicators for AMD,calculate
I want to find the EMA for AMD,calculate
What is the moving average of AMD?,calculate
Calculate the SMA of Intel stock,calculate
What is the moving average of TSLA?,calculate
Calculate the technical indicators for F,calculate
Can you compute the ATR for ORCL?,calculate
Can you compute the ATR for Microsoft?,calculate
Calculate P/E ratio of FB,calculate
Calculate P/E ratio of Nvidia,calculate
Calculate P/E ratio of General Electric,calculate
Can you compute the ATR for General Electric?,calculate
Can you compute the ATR for GE?,calculate
Show me the OBV for IBM,calculate
Calculate the SMA of Oracle stock,calculate
Compute the MACD for Alibaba,calculate
Calculate the technical indicators for Walmart,calculate
Can you compute the ATR for MSFT?,calculate
Compute the MACD for F,calculate
Calculate the SMA of BABA stock,calculate
Compute the MACD for BABA,calculate
Compute the MACD for Oracle,calculate
Can you compute the ATR for F?,calculate
Calculate P/E ratio of TSLA,calculate
I want to find the EMA for Walmart,calculate
Can you compute the ATR for IBM?,calculate
Show me the OBV for Netflix,calculate
What is the moving average of Visa?,calculate
Can you compute the ATR for Alibaba?,calculate
Show me the OBV for AAPL,calculate
What is the moving average of Walmart?,calculate
Calculate the technical indicators for GOOGL,calculate
Can you compute the ATR for AMD?,calculate
Calculate P/E ratio of Oracle,calculate
Calculate the RSI for Nvidia,calculate
Calculate P/E ratio of Disney,calculate
Calculate P/E ratio of Tesla,calculate
Calculate the RSI for General Electric,calculate
Give me the Bollinger Bands for V,calculate
What is the moving average of JPM?,calculate
Calculate the technical indicators for FB,calculate
Calculate the technical indicators for NVDA,calculate
Compute the MACD for MSFT,calculate
Calculate the technical indicators for MSFT,calculate
Can you compute the ATR for MSFT?,calculate
Calculate the RSI for INTC,calculate
I want to find the EMA for Facebook,calculate
Calculate the technical indicators for Amazon,calculate
Calculate P/E ratio of JP Morgan,calculate
Give me the Bollinger Bands for AT&T,calculate
I want to find the EMA for AMZN,calculate
Can you compute the ATR for Tesla?,calculate
I want to find the EMA for Walmart,calculate
Calculate the RSI for WMT,calculate
Calculate P/E ratio of BABA,calculate
I want to find the EMA for Ford,calculate
Calculate the SMA of Disney stock,calculate
I want to find the EMA for F,calculate
I want to find the EMA for General Electric,calculate
Show me the OBV for FB,calculate
Compute the MACD for AAPL,calculate
What is the moving average of General Electric?,calculate
Show me the OBV for T,calculate
Give me the Bollinger Bands for NFLX,calculate
Compute the MACD for AAPL,calculate
Compute the MACD for Facebook,calculate
Calculate the technical indicators for DIS,calculate
What is the moving average of IBM?,calculate
Calculate the SMA of Oracle stock,calculate
